"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2017-09-27","Marty Foster","CWS","LAA","6","4","178*","14*","16.3*","164*","161.7*","2.3*","92.1*","90.8*","1.3*","92.1*","0.68*","1.82*"
"","2017-09-27","Bruce Dreckman","MIL","CIN","0","6","152","9","9.9","143","142.1","0.9","94.1","93.5","0.6","94.1","-0.32","1.46"
"","2017-09-27","D.J. Reyburn","KC","DET","7","4","147","6","11","141","136","5","95.9","92.5","3.4","95.9","0.54","0.76"
"","2017-09-27","Will Little","LAD","SD","10","0","134","4","12.3","130","121.7","8.3","97","90.8","6.2","95.5","-0.34","0.56"
"","2017-09-26","Mark Ripperger","PIT","BAL","10","1","150","9","10.2","141","139.8","1.2","94","93.2","0.8","95.3","0.38","1.2"
"","2017-09-26","Roberto Ortiz","PHI","WSH","4","1","183","9","13.5","174","169.5","4.5","95.1","92.6","2.5","95.1","-0.51","1.33"
"","2017-09-26","Dan Bellino","NYY","TB","6","1","157*","14*","10.9*","143*","146.1*","-3.1*","91.1*","93.1*","-2*","94.9*","0.35*","2.77*"
"","2017-09-26","David Rackley","BOS","TOR","4","9","150","15","9.2","135","140.8","-5.8","90","93.9","-3.9","87.3","-0.69","1.85"
"","2017-09-26","Todd Tichenor","CLE","MIN","6","8","167","21","16.2","146","150.8","-4.8","87.4","90.3","-2.9","92.8","0.63","3.43"
"","2017-09-26","Joe West","NYM","ATL","4","3","141","11","11.4","130","129.6","0.4","92.2","91.9","0.3","92.2","-0.38","1"
"","2017-09-26","Bill Welke","MIL","CIN","7","6","171","8","11.6","163","159.4","3.6","95.3","93.2","2.1","96.5","-0.38","1.22"
"","2017-09-26","Carlos Torres","TEX","HOU","3","14","182","11","13.2","171","168.8","2.2","94","92.8","1.2","94.5","0.25","3.27"
"","2017-09-26","Mike Winters","CWS","LAA","3","9","157","15","13.2","142","143.8","-1.8","90.4","91.6","-1.2","93","-0.28","2.66"
"","2017-09-26","Laz Diaz","KC","DET","2","1","138","10","12.4","128","125.6","2.4","92.8","91","1.7","92.8","-0.15","1.09"
"","2017-09-26","Pat Hoberg","STL","CHC","8","7","190","7","12.4","183","177.6","5.4","96.3","93.5","2.8","94.7","0.56","0.7"
"","2017-09-26","Dan Iassogna","COL","MIA","6","0","137","10","12.4","127","124.6","2.4","92.7","91","1.7","90.5","0.33","1.35"
"","2017-09-26","Jeff Nelson","AZ","SF","11","4","195","12","14.8","183","180.2","2.8","93.8","92.4","1.4","96.4","1.54","1.84"
"","2017-09-26","Ted Barrett","OAK","SEA","3","6","142","10","9.6","132","132.4","-0.4","93","93.2","-0.3","92.3","0.38","0.8"
"","2017-09-26","Tim Timmons","LAD","SD","9","2","154","11","11.2","143","142.8","0.2","92.9","92.7","0.1","92.9","0.72","1.54"
"","2017-09-25","Marvin Hudson","NYY","KC","11","3","143","14","11.3","129","131.7","-2.7","90.2","92.1","-1.9","93","1.04","1.84"
"","2017-09-25","Andy Fletcher","NYM","ATL","2","9","158","15","12","143","146","-3","90.5","92.4","-1.9","90.5","-0.72","1.92"
"","2017-09-25","Hunter Wendelstedt","NYM","ATL","3","2","121","13","8.3","108","112.7","-4.7","89.3","93.1","-3.8","91.7","-0.85","1.57"
"","2017-09-25","Rob Drake","PHI","WSH","1","3","157","15","11.6","142","145.4","-3.4","90.4","92.6","-2.2","91.1","0.4","1.72"
"","2017-09-25","Chad Fairchild","BOS","TOR","4","6","157","13","12.4","144","144.6","-0.6","91.7","92.1","-0.4","94.9","-0.08","2.34"
"","2017-09-25","Paul Nauert","TEX","HOU","2","11","183","19","20.8","164","162.2","1.8","89.6","88.6","1","92.3","-0.52","3.04"
"","2017-09-25","Mike Muchlinski","CWS","LAA","4","2","145","13","10.5","132","134.5","-2.5","91","92.8","-1.7","91.7","-0.52","1.88"
"","2017-09-25","Jim Reynolds","STL","CHC","2","10","176","11","15.6","165","160.4","4.6","93.8","91.1","2.6","95.5","0.33","1.49"
"","2017-09-25","Brian Gorman","COL","MIA","4","5","176","10","11.7","166","164.3","1.7","94.3","93.4","1","96","-1.26","2.42"
"","2017-09-25","Doug Eddings","AZ","SF","2","9","162","15","11.5","147","150.5","-3.5","90.7","92.9","-2.1","95.1","0.09","1.69"
"","2017-09-25","Lance Barksdale","OAK","SEA","1","7","130","4","10.2","126","119.8","6.2","96.9","92.1","4.8","96.9","-0.27","0.27"
"","2017-09-25","James Hoye","LAD","SD","9","3","162*","13*","12.8*","149*","149.2*","-0.2*","92*","92.1*","-0.1*","92.6*","0.27*","1.61*"
"","2017-09-24","Gerry Davis","DET","MIN","4","10","153","11","9.7","142","143.3","-1.3","92.8","93.6","-0.8","94.1","0.24","1.16"
"","2017-09-24","Mark Carlson","TOR","NYY","9","5","183","13","14","170","169","1","92.9","92.3","0.6","94.5","0.76","1.44"
"","2017-09-24","Mark Wegner","CIN","BOS","4","5","182","11","14.6","171","167.4","3.6","94","92","2","95.1","-1.08","2.24"
"","2017-09-24","Chris Segal","NYM","WSH","2","3","152","14","13","138","139","-1","90.8","91.5","-0.7","90.8","-0.08","1.64"
"","2017-09-24","Adam Hamari","PIT","STL","4","1","140","10","11.8","130","128.2","1.8","92.9","91.6","1.3","95","-0.08","0.72"
"","2017-09-24","Gary Cederstrom","BAL","TB","9","4","137","14","10.7","123","126.3","-3.3","89.8","92.2","-2.4","92","-0.3","1.86"
"","2017-09-24","Stu Scheurwater","ATL","PHI","0","2","129","7","9.3","122","119.7","2.3","94.6","92.8","1.8","96.1","0.53","0.77"
"","2017-09-24","Chad Whitson","CWS","KC","8","1","125","14","10","111","115","-4","88.8","92","-3.2","96","-0.18","1.38"
"","2017-09-24","Dana DeMuth","MIL","CHC","0","5","123","3","8.5","120","114.5","5.5","97.6","93.1","4.5","97.6","0.27","0.27"
"","2017-09-24","Tom Hallion","OAK","TEX","8","1","152*","15*","15.8*","137*","136.2*","0.8*","90.1*","89.6*","0.5*","89.5*","-0.08*","1.34*"
"","2017-09-24","Jim Wolf","SEA","CLE","2","4","141","8","11.2","133","129.8","3.2","94.3","92","2.3","95","-0.4","0.86"
"","2017-09-24","Jordan Baker","LAD","SF","3","1","128","7","10.2","121","117.8","3.2","94.5","92.1","2.5","93","0.33","0.53"
"","2017-09-24","Jeff Kellogg","AZ","MIA","3","2","175","8","10.1","167","164.9","2.1","95.4","94.3","1.2","97.7","0.31","0.63"
"","2017-09-24","Jerry Meals","SD","COL","4","8","151","11","10.9","140","140.1","-0.1","92.7","92.8","-0.1","94.7","-1.35","1.89"
"","2017-09-24","Will Little","HOU","LAA","5","7","179","12","16.5","167","162.5","4.5","93.3","90.8","2.5","95.5","-1.01","1.99"
"","2017-09-23","Tripp Gibson","HOU","LAA","6","2","118","7","6.7","111","111.3","-0.3","94.1","94.3","-0.3","95.8","-0.14","0.72"
"","2017-09-23","Chris Guccione","MIL","CHC","4","3","144*","18*","14.5*","126*","129.5*","-3.5*","87.5*","90*","-2.5*","85.4*","-0.12*","1.8*"
"","2017-09-23","CB Bucknor","TOR","NYY","1","5","157","10","11.9","147","145.1","1.9","93.6","92.4","1.2","91.7","0.29","1.67"
"","2017-09-23","Joe West","CIN","BOS","0","5","154","8","12.5","146","141.5","4.5","94.8","91.9","2.9","96.8","0.19","1.19"
"","2017-09-23","Greg Gibson","SEA","CLE","4","11","187","15","14.5","172","172.5","-0.5","92","92.2","-0.3","93","1.06","2.82"
"","2017-09-23","Tony Randazzo","DET","MIN","4","10","164","15","13.9","149","150.1","-1.1","90.9","91.5","-0.7","92.1","-0.26","1.54"
"","2017-09-23","Bill Miller","PIT","STL","11","6","183","15","16.9","168","166.1","1.9","91.8","90.8","1","93.4","0.86","2.14"
"","2017-09-23","Gabe Morales","BAL","TB","6","9","149","12","10.5","137","138.5","-1.5","91.9","92.9","-1","96","-0.12","1.8"
"","2017-09-23","Marty Foster","NYM","WSH","3","4","179*","14*","15.3*","165*","163.7*","1.3*","92.2*","91.5*","0.7*","95.5*","-0.34*","1.58*"
"","2017-09-23","Larry Vanover","ATL","PHI","4","2","137*","18*","11.1*","119*","125.9*","-6.9*","86.9*","91.9*","-5*","91.2*","0.5*","1.34*"
"","2017-09-23","Paul Emmel","CWS","KC","2","8","142","11","10.8","131","131.2","-0.2","92.3","92.4","-0.1","93.7","0.17","0.91"
"","2017-09-23","Tom Woodring","AZ","MIA","6","12","207","13","16.9","194","190.1","3.9","93.7","91.9","1.9","94.2","-0.23","1.71"
"","2017-09-23","Ryan Blakney","SD","COL","5","0","153","11","12.9","142","140.1","1.9","92.8","91.6","1.2","92.2","0.13","1.19"
"","2017-09-23","Phil Cuzzi","OAK","TEX","1","0","129","8","11","121","118","3","93.8","91.5","2.3","92.2","0.19","1.99"
"","2017-09-23","Mike Everitt","LAD","SF","1","2","129","12","10.2","117","118.8","-1.8","90.7","92.1","-1.4","93","-0.04","1.2"
"","2017-09-22","Kerwin Danley","PIT","STL","3","4","145*","13*","11.2*","132*","133.8*","-1.8*","91*","92.3*","-1.3*","91*","-0.68*","1.52*"
"","2017-09-22","Eric Cooper","BAL","TB","3","8","138","13","11.9","125","126.1","-1.1","90.6","91.4","-0.8","95.7","1.82","3.3"
"","2017-09-22","Fieldin Culbreth","TOR","NYY","8","1","132","11","13.1","121","118.9","2.1","91.7","90.1","1.6","93.9","-0.56","1.36"
"","2017-09-22","Pat Hoberg","CIN","BOS","4","5","133*","7*","10.7*","126*","122.3*","3.7*","94.7*","91.9*","2.8*","93.2*","-1.64*","1.92*"
"","2017-09-22","Mike Winters","NYM","WSH","7","6","135*","8*","10.1*","127*","124.9*","2.1*","94.1*","92.5*","1.6*","96.3*","-0.52*","2.1*"
"","2017-09-22","Roberto Ortiz","DET","MIN","3","7","154","18","13.5","136","140.5","-4.5","88.3","91.2","-2.9","89.6","-0.67","1.61"
"","2017-09-22","Alfonso Marquez","ATL","PHI","7","2","157*","19*","12.5*","138*","144.5*","-6.5*","87.9*","92.1*","-4.2*","94.3*","0.21*","2.41*"
"","2017-09-22","Carlos Torres","MIL","CHC","4","5","165","8","12.3","157","152.7","4.3","95.2","92.6","2.6","92.7","0.76","1.48"
"","2017-09-22","Dan Iassogna","HOU","LAA","3","0","144","9","7.5","135","136.5","-1.5","93.8","94.8","-1.1","94.4","-0.95","1.13"
"","2017-09-22","Brian O'Nora","CWS","KC","7","6","134","10","10.4","124","123.6","0.4","92.5","92.2","0.3","93.3","0.09","1.39"
"","2017-09-22","Tim Timmons","AZ","MIA","13","11","211","19","20.6","192","190.4","1.6","91","90.2","0.8","92.9","-0.43","2.95"
"","2017-09-22","Vic Carapazza","OAK","TEX","4","1","121*","2*","8.5*","119*","112.5*","6.5*","98.3*","92.9*","5.4*","95*","0.05*","0.11*"
"","2017-09-22","Chris Conroy","SD","COL","1","4","158","9","12.7","149","145.3","3.7","94.3","92","2.3","98.1","-0.24","0.78"
"","2017-09-22","Quinn Wolcott","SEA","CLE","3","1","139*","12*","11*","127*","128*","-1*","91.4*","92.1*","-0.7*","93.5*","0.06*","0.94*"
"","2017-09-22","Bruce Dreckman","LAD","SF","4","2","159","15","11.3","144","147.7","-3.7","90.6","92.9","-2.3","95.6","-0.11","1.45"
"","2017-09-21","Scott Barry","PHI","LAD","4","5","177*","17*","18.9*","160*","158.1*","1.9*","90.4*","89.3*","1.1*","91*","0.3*","1.98*"
"","2017-09-21","Mark Ripperger","LAA","CLE","1","4","147","14","12.8","133","134.2","-1.2","90.5","91.3","-0.8","95.2","-0.08","1.28"
"","2017-09-21","Chad Fairchild","BAL","TB","3","1","107","11","9.2","96","97.8","-1.8","89.7","91.4","-1.7","94.4","0.15","1.59"
"","2017-09-21","Ben May","TOR","KC","0","1","124","9","10.2","115","113.8","1.2","92.7","91.8","1","91.9","0.44","0.76"
"","2017-09-21","Brian Gorman","CIN","STL","5","8","186","20","17.2","166","168.8","-2.8","89.2","90.7","-1.5","91.9","-1.01","3.23"
"","2017-09-21","Rob Drake","DET","MIN","1","12","181","20","14.7","161","166.3","-5.3","89","91.9","-2.9","93.9","0.07","3.53"
"","2017-09-21","Nic Lentz","ATL","WSH","3","2","96","7","7.6","89","88.4","0.6","92.7","92.1","0.6","91.7","0.38","0.56"
"","2017-09-21","Sean Barber","HOU","CWS","1","3","166","14","11","152","155","-3","91.6","93.4","-1.8","92.8","-0.3","1.82"
"","2017-09-21","Paul Nauert","MIL","CHC","3","5","182","29","17.7","153","164.3","-11.3","84.1","90.3","-6.2","90.1","0.01","2.61"
"","2017-09-21","Ron Kulpa","SD","COL","3","0","113*","5*","9.3*","108*","103.7*","4.3*","95.6*","91.8*","3.8*","93.8*","-0.06*","0.58*"
"","2017-09-21","Will Little","SEA","TEX","2","4","150","10","13","140","137","3","93.3","91.3","2","94.7","1.7","1.86"
"","2017-09-20","Gary Cederstrom","NYY","MIN","11","3","168","23","14.6","145","153.4","-8.4","86.3","91.3","-5","91.1","-0.72","3.18"
"","2017-09-20","Jerry Meals","DET","OAK","2","3","165*","10*","9.2*","155*","155.8*","-0.8*","93.9*","94.5*","-0.5*","97.6*","0.01*","1.19*"
"","2017-09-20","David Rackley","MIA","NYM","9","2","153","13","12.1","140","140.9","-0.9","91.5","92.1","-0.6","94.8","1.18","2.04"
"","2017-09-20","Dana DeMuth","SF","COL","4","0","146*","16*","13.4*","130*","132.6*","-2.6*","89*","90.8*","-1.8*","93.2*","1.83*","2.99*"
"","2017-09-20","Todd Tichenor","BAL","BOS","0","9","184","19","15.1","165","168.9","-3.9","89.7","91.8","-2.1","91.3","1.11","2.05"
"","2017-09-20","Chad Whitson","PHI","LAD","7","5","171","18","13.9","153","157.1","-4.1","89.5","91.9","-2.4","90.1","-1.15","2.19"
"","2017-09-20","Gerry Davis","PIT","MIL","6","4","161","7","11.3","154","149.7","4.3","95.7","93","2.7","94.4","-0.44","0.78"
"","2017-09-20","Mark Wegner","TOR","KC","5","15","138*","12*","11.7*","126*","126.3*","-0.3*","91.3*","91.5*","-0.2*","91.3*","-0.57*","1.39*"
"","2017-09-20","Chris Segal","CIN","STL","2","9","160*","2*","7*","158*","153*","5*","98.8*","95.6*","3.1*","96.9*","-0.21*","0.21*"
"","2017-09-20","Manny Gonzalez","TB","CHC","8","1","159*","11*","14.4*","148*","144.6*","3.4*","93.1*","90.9*","2.1*","94.3*","0.18*","1.26*"
"","2017-09-20","Adam Hamari","ATL","WSH","3","7","158","21","11.5","137","146.5","-9.5","86.7","92.7","-6","95.6","0.42","2.16"
"","2017-09-20","Jordan Baker","HOU","CWS","4","3","161*","15*","13.3*","146*","147.7*","-1.7*","90.7*","91.7*","-1.1*","93.8*","0.79*","1.65*"
"","2017-09-20","Sam Holbrook","SD","AZ","7","13","182","15","14.7","167","167.3","-0.3","91.8","91.9","-0.2","94.5","-0.11","1.83"
"","2017-09-20","Tom Hallion","LAA","CLE","5","6","168","19","12","149","156","-7","88.7","92.8","-4.2","91.1","0.03","2.99"
"","2017-09-20","Jeff Kellogg","SEA","TEX","6","8","182","14","16","168","166","2","92.3","91.2","1.1","94.5","-0.44","1.48"
"","2017-09-19","Mike Muchlinski","BAL","BOS","0","1","173","23","15.8","150","157.2","-7.2","86.7","90.9","-4.2","91.3","0.06","2.22"
"","2017-09-19","Paul Emmel","PHI","LAD","6","2","140","8","10.5","132","129.5","2.5","94.3","92.5","1.8","91.4","-0.08","1.28"
"","2017-09-19","Gabe Morales","NYY","MIN","5","2","167","19","12.8","148","154.2","-6.2","88.6","92.4","-3.7","91.6","0.55","3.61"
"","2017-09-19","Tony Randazzo","PIT","MIL","0","1","148","9","11.3","139","136.7","2.3","93.9","92.4","1.5","91.9","-0.21","0.73"
"","2017-09-19","Joe West","TOR","KC","5","2","109*","13*","9.2*","96*","99.8*","-3.8*","88.1*","91.6*","-3.5*","89.9*","0.02*","1.2*"
"","2017-09-19","Ryan Blakney","DET","OAK","8","9","210","7","14.3","203","195.7","7.3","96.7","93.2","3.5","95.7","0.1","0.9"
"","2017-09-19","Tripp Gibson","CIN","STL","7","8","171","18","13.8","153","157.2","-4.2","89.5","91.9","-2.4","93.6","-0.39","1.91"
"","2017-09-19","Mark Carlson","TB","CHC","1","2","127","11","8.5","116","118.5","-2.5","91.3","93.3","-2","95.3","-0.23","1.07"
"","2017-09-19","Stu Scheurwater","MIA","NYM","5","4","174","7","10.6","167","163.4","3.6","96","93.9","2.1","96","-0.51","1.01"
"","2017-09-19","Bill Miller","ATL","WSH","2","4","124*","15*","6.4*","109*","117.6*","-8.6*","87.9*","94.8*","-6.9*","94.4*","-0.99*","1.85*"
"","2017-09-19","Mike Everitt","HOU","CWS","3","1","129","11","10.3","118","118.7","-0.7","91.5","92","-0.6","94.6","-0.08","1.24"
"","2017-09-19","Phil Cuzzi","LAA","CLE","3","6","167","9","12.1","158","154.9","3.1","94.6","92.8","1.8","95.8","0.06","0.84"
"","2017-09-19","Ramon De Jesus","SD","AZ","6","2","141","14","13.2","127","127.8","-0.8","90.1","90.7","-0.6","94.3","-1.27","2.29"
"","2017-09-19","James Hoye","SEA","TEX","1","3","150","7","10.4","143","139.6","3.4","95.3","93","2.3","94","0.62","1.68"
"","2017-09-19","Chris Guccione","SF","COL","4","3","120","14","10.4","106","109.6","-3.6","88.3","91.4","-3","90","1.33","1.93"
"","2017-09-18","Marty Foster","BAL","BOS","8","10","210","24","18.3","186","191.7","-5.7","88.6","91.3","-2.7","89","0.05","3.23"
"","2017-09-18","Brian O'Nora","PHI","LAD","4","3","148","9","9.5","139","138.5","0.5","93.9","93.6","0.4","94.6","-0.63","0.93"
"","2017-09-18","Eric Cooper","NYY","MIN","2","1","137","13","10.6","124","126.4","-2.4","90.5","92.3","-1.8","96.4","0.63","1.27"
"","2017-09-18","Roberto Ortiz","PIT","MIL","0","3","138","16","12.1","122","125.9","-3.9","88.4","91.2","-2.8","91.3","-0.04","1.56"
"","2017-09-18","Chris Conroy","DET","OAK","3","8","177","7","14.6","170","162.4","7.6","96","91.8","4.3","96.6","0.45","0.75"
