"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2016-09-25","Sam Holbrook","TB","BOS","2","3","219","26","20.6","193","198.4","-5.4","88.1","90.6","-2.5","90","-1.26","3.82"
"","2016-09-25","Joe West","NYM","PHI","17","0","183","17","14.6","166","168.4","-2.4","90.7","92","-1.3","94","0.36","2.9"
"","2016-09-25","Bill Miller","CLE","CWS","0","3","142","16","9.7","126","132.3","-6.3","88.7","93.2","-4.4","93","0.7","1.7"
"","2016-09-25","Ed Hickox","BAL","AZ","2","1","148","8","10.2","140","137.8","2.2","94.6","93.1","1.5","93.9","-0.22","0.64"
"","2016-09-25","Jordan Baker","PIT","WSH","7","10","199","14","18.8","185","180.2","4.8","93","90.5","2.4","92","-1.04","1.8"
"","2016-09-25","Chad Fairchild","HOU","LAA","4","1","127","9","11.6","118","115.4","2.6","92.9","90.9","2","95.3","0.06","0.7"
"","2016-09-25","Jerry Layne","MIN","SEA","3","4","153","16","15.3","137","137.7","-0.7","89.5","90","-0.5","89.5","-0.66","1.72"
"","2016-09-25","Ben May","MIL","CIN","2","4","132","11","12.7","121","119.3","1.7","91.7","90.4","1.3","93.2","0.33","1.11"
"","2016-09-25","Gabe Morales","OAK","TEX","7","1","111","10","12.5","101","98.5","2.5","91","88.7","2.3","95.5","0.78","1.9"
"","2016-09-25","Mark Ripperger","LAD","COL","4","3","141*","4*","10.8*","137*","130.2*","6.8*","97.2*","92.3*","4.8*","96.5*","0.31*","0.31*"
"","2016-09-25","Clint Fagan","SD","SF","4","3","140","12","12.5","128","127.5","0.5","91.4","91.1","0.3","95","1.04","2.32"
"","2016-09-25","Fieldin Culbreth","CHC","STL","3","1","146","8","12.1","138","133.9","4.1","94.5","91.7","2.8","91.1","0.83","0.89"
"","2016-09-24","Bob Davidson","DET","KC","4","7","166*","12*","13.2*","154*","152.8*","1.2*","92.8*","92.1*","0.7*","98.2*","0.16*","1.36*"
"","2016-09-24","Jim Reynolds","CHC","STL","4","10","163","11","13.8","152","149.2","2.8","93.3","91.6","1.7","93.3","0.29","1.15"
"","2016-09-24","Chris Conroy","OAK","TEX","0","5","139","16","14.5","123","124.5","-1.5","88.5","89.6","-1.1","90.6","0.71","2.49"
"","2016-09-24","Dan Bellino","TOR","NYY","3","0","137","14","13.2","123","123.8","-0.8","89.8","90.4","-0.6","90.5","0.05","2.09"
"","2016-09-24","Carlos Torres","TB","BOS","4","6","147","23","15.5","124","131.5","-7.5","84.4","89.5","-5.1","92.5","1.44","2.94"
"","2016-09-24","Mike Estabrook","BAL","AZ","6","1","138","13","16","125","122","3","90.6","88.4","2.2","91.3","-0.87","1.39"
"","2016-09-24","Mike Everitt","PIT","WSH","1","6","168","18","16.7","150","151.3","-1.3","89.3","90.1","-0.8","92.3","1.61","2.77"
"","2016-09-24","Jim Joyce","HOU","LAA","4","10","173","22","15.9","151","157.1","-6.1","87.3","90.8","-3.5","93.1","0.04","2.82"
"","2016-09-24","Tripp Gibson","MIN","SEA","3","2","109","5","8.4","104","100.6","3.4","95.4","92.3","3.1","89.9","-0.46","0.46"
"","2016-09-24","Pat Hoberg","NYM","PHI","8","10","192","13","14.8","179","177.2","1.8","93.2","92.3","0.9","94.3","0.72","1.58"
"","2016-09-24","Jim Wolf","CLE","CWS","1","8","179*","16*","10.3*","163*","168.7*","-5.7*","91.1*","94.2*","-3.2*","96.1*","0.45*","1.69*"
"","2016-09-24","Jeff Nelson","MIA","ATL","6","4","166","14","13.4","152","152.6","-0.6","91.6","91.9","-0.4","94.6","-0.03","1.75"
"","2016-09-24","Adrian Johnson","MIL","CIN","1","6","148","10","10.4","138","137.6","0.4","93.2","93","0.2","91.2","-0.44","1.34"
"","2016-09-24","Marty Foster","SD","SF","6","9","160","18","13.4","142","146.6","-4.6","88.8","91.6","-2.9","93.1","1.75","2.39"
"","2016-09-24","David Rackley","LAD","COL","14","1","162","12","10","150","152","-2","92.6","93.8","-1.2","96.3","-0.6","1.22"
"","2016-09-23","CB Bucknor","CHC","STL","5","0","161","9","12","152","149","3","94.4","92.6","1.8","93.2","-0.06","1.14"
"","2016-09-23","Greg Gibson","BAL","AZ","3","2","201","16","14.2","185","186.8","-1.8","92","92.9","-0.9","93","-0.18","1.54"
"","2016-09-23","Tim Timmons","PIT","WSH","6","5","207","21","25.2","186","181.8","4.2","89.9","87.8","2","89.9","1.5","3.94"
"","2016-09-23","Tom Hallion","TOR","NYY","9","0","163","16","13.8","147","149.2","-2.2","90.2","91.5","-1.3","93.3","0.87","1.91"
"","2016-09-23","Laz Diaz","DET","KC","8","3","155","7","11.6","148","143.4","4.6","95.5","92.5","2.9","96.1","0.05","0.95"
"","2016-09-23","Scott Barry","TB","BOS","1","2","157","16","13.1","141","143.9","-2.9","89.8","91.6","-1.8","92.4","-0.18","1.38"
"","2016-09-23","Kerwin Danley","NYM","PHI","10","5","169","17","16.7","152","152.3","-0.3","89.9","90.1","-0.2","92.9","0.31","2.25"
"","2016-09-23","Brian Knight","CLE","CWS","10","4","145","12","9","133","136","-3","91.7","93.8","-2.1","96.6","0.45","1.25"
"","2016-09-23","Adam Hamari","MIA","ATL","2","3","179","13","17.9","166","161.1","4.9","92.7","90","2.7","91.1","1.2","2.34"
"","2016-09-23","Marvin Hudson","HOU","LAA","6","10","176","11","18","165","158","7","93.8","89.7","4","93.2","-0.42","2.76"
"","2016-09-23","Toby Basner","MIN","SEA","1","10","185","11","17.5","174","167.5","6.5","94.1","90.6","3.5","97.8","-0.95","1.63"
"","2016-09-23","Ryan Blakney","MIL","CIN","5","4","136","9","11.9","127","124.1","2.9","93.4","91.2","2.1","94.1","0.52","1.48"
"","2016-09-23","Jerry Meals","OAK","TEX","0","3","119","11","12","108","107","1","90.8","90","0.8","91.6","0.31","1.15"
"","2016-09-23","Larry Vanover","LAD","COL","5","2","163","12","15.7","151","147.3","3.7","92.6","90.4","2.3","92","0.12","1.58"
"","2016-09-23","Mike Winters","SD","SF","7","2","130","8","10.2","122","119.8","2.2","93.8","92.1","1.7","96.2","0.67","0.79"
"","2016-09-22","Gary Cederstrom","MIN","DET","2","9","175","26","17.9","149","157.1","-8.1","85.1","89.8","-4.6","88.6","-1.61","4.53"
"","2016-09-22","Eric Cooper","MIN","DET","2","4","165","17","15.5","148","149.5","-1.5","89.7","90.6","-0.9","89.1","-1.66","3.3"
"","2016-09-22","Mark Wegner","BAL","BOS","3","5","168","19","17.9","149","150.1","-1.1","88.7","89.4","-0.7","92.3","-0.72","2.2"
"","2016-09-22","Paul Emmel","CLE","KC","5","2","139","14","12.5","125","126.5","-1.5","89.9","91","-1","93.5","1.25","2.47"
"","2016-09-22","Andy Fletcher","NYM","PHI","9","8","211","12","12.3","199","198.7","0.3","94.3","94.2","0.2","93.8","-0.02","1.18"
"","2016-09-22","Cory Blaser","MIA","ATL","3","6","178","15","19.8","163","158.2","4.8","91.6","88.9","2.7","94.4","-0.65","1.57"
"","2016-09-22","Lance Barrett","TB","NYY","2","0","146","17","19.3","129","126.7","2.3","88.4","86.8","1.6","87.7","0.79","2.39"
"","2016-09-22","James Hoye","HOU","LAA","0","2","144","16","15.3","128","128.7","-0.7","88.9","89.4","-0.5","93.8","-0.34","1.54"
"","2016-09-22","Hunter Wendelstedt","MIL","PIT","3","1","139","17","16.6","122","122.4","-0.4","87.8","88","-0.3","88.5","-0.45","1.85"
"","2016-09-22","Alfonso Marquez","LAD","COL","7","4","151","9","9","142","142","0","94","94","0","94.7","0.9","1.84"
"","2016-09-22","Mike Muchlinski","SD","SF","1","2","136","12","12.3","124","123.7","0.3","91.2","90.9","0.2","91.2","1.33","1.63"
"","2016-09-21","Chad Fairchild","COL","STL","11","1","141","9","14.9","132","126.1","5.9","93.6","89.4","4.2","94.3","0.36","0.76"
"","2016-09-21","Clint Fagan","OAK","HOU","5","6","168","8","11.8","160","156.2","3.8","95.2","93","2.3","97.6","-0.57","1.47"
"","2016-09-21","Mark Ripperger","SEA","TOR","2","1","227","9","20","218","207","11","96","91.2","4.9","96.5","-0.38","0.94"
"","2016-09-21","Jordan Baker","BAL","BOS","1","5","157","13","15.3","144","141.7","2.3","91.7","90.2","1.5","92.4","0.27","1.77"
"","2016-09-21","Doug Eddings","PHI","CWS","8","3","138","11","10.6","127","127.4","-0.4","92","92.3","-0.3","90.6","1.07","1.77"
"","2016-09-21","Sam Holbrook","CLE","KC","4","3","150","13","10.1","137","139.9","-2.9","91.3","93.3","-1.9","93.3","1.13","1.53"
"","2016-09-21","Chris Segal","NYM","ATL","3","4","133","12","12","121","121","0","91","91","0","91","0.09","1.47"
"","2016-09-21","Stu Scheurwater","MIA","WSH","3","8","176","11","16","165","160","5","93.8","90.9","2.8","94.9","0.2","0.88"
"","2016-09-21","Dan Iassogna","TB","NYY","5","11","166","15","17.2","151","148.8","2.2","91","89.6","1.3","95.2","-0.05","1.29"
"","2016-09-21","Bill Welke","CHC","CIN","9","2","142","12","13.2","130","128.8","1.2","91.5","90.7","0.9","90.1","0.61","2.29"
"","2016-09-21","Joe West","TEX","LAA","4","5","136","15","8.8","121","127.2","-6.2","89","93.5","-4.5","92.6","0.82","1.9"
"","2016-09-21","Jerry Layne","MIL","PIT","1","4","145","14","14.9","131","130.1","0.9","90.3","89.7","0.6","90.3","-0.69","2.33"
"","2016-09-21","Chad Whitson","SD","AZ","2","3","160","11","11.8","149","148.2","0.8","93.1","92.6","0.5","91.9","-0.3","1.48"
"","2016-09-21","Manny Gonzalez","LAD","SF","9","3","165","12","12.8","153","152.2","0.8","92.7","92.2","0.5","92.7","0.15","0.93"
"","2016-09-20","Mike Everitt","BAL","BOS","2","5","132","9","10.6","123","121.4","1.6","93.2","91.9","1.2","94.7","0.37","0.97"
"","2016-09-20","Jeff Nelson","PHI","CWS","7","6","155","10","9.6","145","145.4","-0.4","93.5","93.8","-0.2","96.8","-0.13","0.99"
"","2016-09-20","Carlos Torres","CLE","KC","2","1","141","19","14.3","122","126.7","-4.7","86.5","89.9","-3.3","90.8","0.18","2.48"
"","2016-09-20","Tony Randazzo","NYM","ATL","4","5","157","9","12.2","148","144.8","3.2","94.3","92.2","2","97.5","0.09","0.99"
"","2016-09-20","Phil Cuzzi","MIA","WSH","1","0","113","7","10.8","106","102.2","3.8","93.8","90.4","3.4","92","0.39","0.61"
"","2016-09-20","Bob Davidson","TB","NYY","3","5","158","21","13.5","137","144.5","-7.5","86.7","91.5","-4.7","92.4","0.02","2.1"
"","2016-09-20","Ed Hickox","CHC","CIN","6","1","162","20","10.9","142","151.1","-9.1","87.7","93.2","-5.6","89.5","1.45","3.03"
"","2016-09-20","Pat Hoberg","TEX","LAA","5","4","170","17","15","153","155","-2","90","91.2","-1.2","95.9","0.48","2.04"
"","2016-09-20","Adrian Johnson","MIN","DET","1","8","144","19","11.8","125","132.2","-7.2","86.8","91.8","-5","87.5","-0.96","2.52"
"","2016-09-20","Tripp Gibson","MIL","PIT","3","6","179","13","13.3","166","165.7","0.3","92.7","92.6","0.1","93.9","0.6","1.54"
"","2016-09-20","Jim Joyce","COL","STL","5","10","160","11","12","149","148","1","93.1","92.5","0.6","96.2","-0.31","1.45"
"","2016-09-20","Marty Foster","OAK","HOU","1","2","156","21","17.6","135","138.4","-3.4","86.5","88.7","-2.2","92.9","0.03","1.81"
"","2016-09-20","David Rackley","SD","AZ","5","2","141","18","12.9","123","128.1","-5.1","87.2","90.8","-3.6","91.5","-1.09","2.51"
"","2016-09-20","Fieldin Culbreth","LAD","SF","0","2","148","11","12.2","137","135.8","1.2","92.6","91.8","0.8","91.9","0.1","1.44"
"","2016-09-20","Paul Nauert","SEA","TOR","2","10","185*","12*","13.9*","173*","171.1*","1.9*","93.5*","92.5*","1*","93*","1.13*","1.81*"
"","2016-09-19","Toby Basner","KC","CWS","8","3","130","9","10","121","120","1","93.1","92.3","0.8","93.8","0.19","0.67"
"","2016-09-19","Tim Timmons","BAL","BOS","2","5","117","7","10.5","110","106.5","3.5","94","91.1","3","99.1","-0.33","0.55"
"","2016-09-19","Bill Miller","NYM","ATL","3","7","172","10","16.4","162","155.6","6.4","94.2","90.4","3.7","95.9","0.21","1.59"
"","2016-09-19","Dan Bellino","MIA","WSH","4","3","141","8","11.4","133","129.6","3.4","94.3","91.9","2.4","95.7","0.11","0.69"
"","2016-09-19","Mike Estabrook","CHC","CIN","5","2","132","6","11.6","126","120.4","5.6","95.5","91.2","4.3","95.5","0.38","0.52"
"","2016-09-19","Kerwin Danley","TEX","LAA","3","2","128","23","15.9","105","112.1","-7.1","82","87.6","-5.6","87.5","-0.95","3.01"
"","2016-09-19","Jim Wolf","COL","STL","3","5","140","4","10.8","136","129.2","6.8","97.1","92.3","4.9","95","0.43","0.71"
"","2016-09-19","Mike Winters","OAK","HOU","2","4","131","12","11.3","119","119.7","-0.7","90.8","91.4","-0.6","90.8","-1.02","1.28"
"","2016-09-19","Larry Vanover","SD","AZ","3","2","154","20","15.5","134","138.5","-4.5","87","89.9","-2.9","91.6","0.45","2.05"
"","2016-09-19","Jim Reynolds","LAD","SF","2","1","109","9","11.2","100","97.8","2.2","91.7","89.7","2","94.5","-0.03","0.63"
"","2016-09-19","Chris Conroy","SEA","TOR","2","3","182","18","19.1","164","162.9","1.1","90.1","89.5","0.6","93.4","1.46","2.74"
"","2016-09-18","Jordan Baker","CLE","DET","5","9","167","17","15.5","150","151.5","-1.5","89.8","90.7","-0.9","96.4","0.67","2.43"
"","2016-09-18","Scott Barry","CIN","PIT","7","4","150","14","11.6","136","138.4","-2.4","90.7","92.3","-1.6","90.7","-0.22","1.52"
"","2016-09-18","Ramon De Jesus","NYM","MIN","3","2","143","11","11.3","132","131.7","0.3","92.3","92.1","0.2","88.8","0.39","1.67"
"","2016-09-18","Eric Cooper","BAL","TB","2","1","153","5","9.2","148","143.8","4.2","96.7","94","2.8","92.8","0","0.48"
"","2016-09-18","Andy Fletcher","ATL","WSH","6","2","117","16","12.9","101","104.1","-3.1","86.3","88.9","-2.6","89.7","-0.27","1.81"
"","2016-09-18","Dale Scott","PHI","MIA","4","5","176","29","17.5","147","158.5","-11.5","83.5","90","-6.5","87.5","-1.07","3.93"
"","2016-09-18","Hunter Wendelstedt","KC","CWS","10","3","126","5","8.1","121","117.9","3.1","96","93.6","2.5","92.9","-0.15","0.61"
"","2016-09-18","Ted Barrett","CHC","MIL","1","3","147*","15*","12.6*","132*","134.4*","-2.4*","89.8*","91.4*","-1.6*","91.8*","0.45*","1.41*"
"","2016-09-18","Alan Porter","TEX","OAK","2","5","176","15","12.7","161","163.3","-2.3","91.5","92.8","-1.3","93.8","0.08","1.64"
"","2016-09-18","CB Bucknor","LAA","TOR","4","0","167","10","10.8","157","156.2","0.8","94","93.5","0.5","96.4","-0.51","2.05"
"","2016-09-18","Brian O'Nora","SF","STL","0","3","108","8","8.5","100","99.5","0.5","92.6","92.2","0.4","96.3","0","0.92"
"","2016-09-18","Ryan Blakney","AZ","LAD","10","9","213","19","17.9","194","195.1","-1.1","91.1","91.6","-0.5","93.4","-1.39","2.73"
"","2016-09-18","Adam Hamari","COL","SD","6","3","167*","6*","11.9*","161*","155.1*","5.9*","96.4*","92.8*","3.6*","95.8*","0.24*","0.52*"
"","2016-09-18","Alfonso Marquez","SEA","HOU","7","3","150","10","11.5","140","138.5","1.5","93.3","92.4","1","96","0.62","1.8"
"","2016-09-18","Vic Carapazza","BOS","NYY","5","4","164","9","14.4","155","149.6","5.4","94.5","91.2","3.3","96.3","-0.09","1.29"
