"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2021-09-26","Joe West","BOS","NYY","3","6","149","13","9.1","136","139.9","-3.9","91.3","93.9","-2.6","94.6","0.17","1.57"
"","2021-09-25","Gabe Morales","CHC","STL","5","8","166","3","11.2","163","154.8","8.2","98.2","93.2","5","95.8","0.06","0.3"
"","2021-09-25","Jordan Baker","PHI","PIT","3","0","128","8","8.8","120","119.2","0.8","93.8","93.2","0.6","92.2","-0.2","0.76"
"","2021-09-25","Vic Carapazza","OAK","HOU","2","1","130","8","8.5","122","121.5","0.5","93.8","93.4","0.4","91.5","-0.41","1.27"
"","2021-09-25","Ron Kulpa","BOS","NYY","3","5","169","16","13.5","153","155.5","-2.5","90.5","92","-1.5","88.8","-0.14","2.24"
"","2021-09-25","Tom Hallion","DET","KC","5","1","133","11","8.8","122","124.2","-2.2","91.7","93.4","-1.6","97","0.27","1.33"
"","2021-09-25","Manny Gonzalez","TB","MIA","7","3","139","6","8.5","133","130.5","2.5","95.7","93.9","1.8","92.8","0.23","0.61"
"","2021-09-25","Ben May","BAL","TEX","3","2","141","5","8.5","136","132.5","3.5","96.5","94","2.5","93.6","-0.31","0.45"
"","2021-09-25","Lance Barksdale","CIN","WSH","7","6","178","8","9.8","170","168.2","1.8","95.5","94.5","1","94.9","0.28","2.34"
"","2021-09-25","Roberto Ortiz","MIN","TOR","1","6","153","9","9.2","144","143.8","0.2","94.1","94","0.1","94.8","1.69","2.07"
"","2021-09-25","Bill Welke","MIL","NYM","2","1","144","12","10.9","132","133.1","-1.1","91.7","92.4","-0.7","93.8","-0.22","1.26"
"","2021-09-25","Will Little","SD","ATL","8","10","160","7","10","153","150","3","95.6","93.7","1.9","95.6","-1.05","1.15"
"","2021-09-25","Dan Bellino","CLE","CWS","6","0","104","1","4.7","103","99.3","3.7","99","95.5","3.6","95.2","0.11","0.11"
"","2021-09-25","Chad Whitson","AZ","LAD","7","2","156","8","9.7","148","146.3","1.7","94.9","93.8","1.1","92.9","0.67","1.23"
"","2021-09-25","Jim Wolf","COL","SF","2","7","155","10","11.6","145","143.4","1.6","93.5","92.5","1.1","92.9","-0.63","1.59"
"","2021-09-25","Alan Porter","LAA","SEA","14","1","158","4","8","154","150","4","97.5","95","2.5","98.7","0.25","0.25"
"","2021-09-24","Brian Knight","CHC","STL","5","8","134","14","9.9","120","124.1","-4.1","89.6","92.6","-3.1","91","-0.02","1.66"
"","2021-09-24","Doug Eddings","CHC","STL","4","12","137","8","5.7","129","131.3","-2.3","94.2","95.8","-1.6","93.4","-0.2","0.84"
"","2021-09-24","Chris Conroy","BAL","TEX","5","8","166","8","14.5","158","151.5","6.5","95.2","91.3","3.9","96.4","0.3","0.82"
"","2021-09-24","James Hoye","PHI","PIT","8","6","162","14","11.6","148","150.4","-2.4","91.4","92.8","-1.5","93.2","-0.08","1.9"
"","2021-09-24","Phil Cuzzi","DET","KC","1","3","153","7","10","146","143","3","95.4","93.5","1.9","94.1","-0.07","1.25"
"","2021-09-24","Ryan Additon","CIN","WSH","8","7","238","8","12.7","230","225.3","4.7","96.6","94.7","2","94.1","0.93","1.25"
"","2021-09-24","Alex Tosi","CLE","CWS","0","1","130","13","8.2","117","121.8","-4.8","90","93.7","-3.7","94.6","0.89","1.51"
"","2021-09-24","John Libka","TB","MIA","8","0","158","5","8.2","153","149.8","3.2","96.8","94.8","2","95.6","-0.25","0.75"
"","2021-09-24","Nic Lentz","BOS","NYY","3","8","173","9","11.6","164","161.4","2.6","94.8","93.3","1.5","94.8","0.24","1.6"
"","2021-09-24","Mike Muchlinski","COL","SF","2","7","138","12","11.9","126","126.1","-0.1","91.3","91.4","-0.1","87","-0.24","1.6"
"","2021-09-24","Dan Iassogna","MIN","TOR","3","1","123","5","6.6","118","116.4","1.6","95.9","94.7","1.3","95.1","-0.3","0.56"
"","2021-09-24","Adrian Johnson","MIL","NYM","5","1","155","12","10.1","143","144.9","-1.9","92.3","93.5","-1.3","94.2","0.91","1.41"
"","2021-09-24","Mark Wegner","LAA","SEA","5","6","154","6","6.7","148","147.3","0.7","96.1","95.6","0.5","95.5","-0.15","0.71"
"","2021-09-24","Nestor Ceja","AZ","LAD","2","4","157","8","11.5","149","145.5","3.5","94.9","92.7","2.2","98.1","-0.3","0.62"
"","2021-09-24","Jansen Visconti","OAK","HOU","14","2","182","13","13.6","169","168.4","0.6","92.9","92.5","0.3","91.2","-1.19","2.47"
"","2021-09-24","Rob Drake","SD","ATL","0","4","104","14","6.9","90","97.1","-7.1","86.5","93.3","-6.8","91.3","0.31","1.41"
"","2021-09-23","Nick Mahrley","CLE","CWS","2","7","146","4","7.5","142","138.5","3.5","97.3","94.8","2.4","94.5","-0.46","0.8"
"","2021-09-23","David Rackley","CLE","CWS","5","3","120","7","8.1","113","111.9","1.1","94.2","93.2","1","95.8","0.11","0.87"
"","2021-09-23","Carlos Torres","MIL","STL","5","8","170","7","9.8","163","160.2","2.8","95.9","94.2","1.7","94.7","0.3","0.78"
"","2021-09-23","Ed Hickox","COL","LAD","5","7","175","17","10.4","158","164.6","-6.6","90.3","94.1","-3.8","93.1","-0.34","2.08"
"","2021-09-23","Ryan Wills","OAK","SEA","5","6","165","9","11.6","156","153.4","2.6","94.5","93","1.6","93.9","-0.79","1.81"
"","2021-09-23","Sam Holbrook","AZ","ATL","6","4","134","14","8.5","120","125.5","-5.5","89.6","93.6","-4.1","89.6","0.25","1.23"
"","2021-09-23","Chris Guccione","SD","SF","7","6","202","16","14.8","186","187.2","-1.2","92.1","92.7","-0.6","94.1","-0.86","1.32"
"","2021-09-23","Stu Scheurwater","CIN","WSH","2","3","157","11","8.6","146","148.4","-2.4","93","94.5","-1.5","91.7","0.44","0.82"
"","2021-09-23","Pat Hoberg","BAL","TEX","3","0","150","5","11.2","145","138.8","6.2","96.7","92.5","4.1","97.3","-0.1","0.54"
"","2021-09-23","Mark Carlson","PHI","PIT","12","6","154","13","9.9","141","144.1","-3.1","91.6","93.6","-2","94.2","0.84","1.06"
"","2021-09-23","Scott Barry","MIN","TOR","7","2","155","8","10.6","147","144.4","2.6","94.8","93.1","1.7","94.8","0.18","0.86"
"","2021-09-23","Gerry Davis","LAA","HOU","3","2","163","11","9.8","152","153.2","-1.2","93.3","94","-0.7","93.3","0.53","2.05"
"","2021-09-22","Bruce Dreckman","TB","TOR","7","1","157","11","8.3","146","148.7","-2.7","93","94.7","-1.7","91.1","-0.25","1.15"
"","2021-09-22","Bill Miller","MIA","WSH","5","7","156","10","12.2","146","143.8","2.2","93.6","92.2","1.4","92.9","0.12","1.52"
"","2021-09-22","Marvin Hudson","PHI","BAL","4","3","157","13","13.9","144","143.1","0.9","91.7","91.2","0.5","95.5","0.81","2.11"
"","2021-09-22","Jeremie Rehak","NYY","TEX","7","3","169","7","8.3","162","160.7","1.3","95.9","95.1","0.8","94.7","0.29","0.95"
"","2021-09-22","Mark Ripperger","BOS","NYM","12","5","164","7","10.2","157","153.8","3.2","95.7","93.8","2","95.1","-0.25","0.65"
"","2021-09-22","Chris Segal","CHC","MIN","4","5","143","7","9.3","136","133.7","2.3","95.1","93.5","1.6","90.9","-0.26","0.92"
"","2021-09-22","Laz Diaz","MIL","STL","2","10","134","13","6.8","121","127.2","-6.2","90.3","94.9","-4.6","94","0.58","1.34"
"","2021-09-22","Jerry Meals","COL","LAD","10","5","156","13","10.2","143","145.8","-2.8","91.7","93.5","-1.8","94.2","-0.05","2.75"
"","2021-09-22","Chad Whitson","LAA","HOU","5","9","201","13","13.3","188","187.7","0.3","93.5","93.4","0.1","94","-0.17","1.45"
"","2021-09-22","Greg Gibson","OAK","SEA","1","4","138","13","11.2","125","126.8","-1.8","90.6","91.9","-1.3","92","0.33","1.01"
"","2021-09-22","Shane Livensparger","AZ","ATL","2","9","160","8","11.2","152","148.8","3.2","95","93","2","96.2","-0.2","0.82"
"","2021-09-22","Ramon De Jesus","SD","SF","6","8","170","16","11.3","154","158.7","-4.7","90.6","93.3","-2.7","90","-0.36","2.44"
"","2021-09-21","Angel Hernandez","DET","CWS","5","3","182","23","13.9","159","168.1","-9.1","87.4","92.4","-5","91.2","-1.18","2.36"
"","2021-09-21","Alex Tosi","CLE","KC","4","1","132","4","7","128","125","3","97","94.7","2.3","97","0.22","0.4"
"","2021-09-21","Ben May","CIN","PIT","2","6","173","12","13","161","160","1","93.1","92.5","0.6","94.2","0.53","1.67"
"","2021-09-21","Gabe Morales","MIA","WSH","1","7","152","7","9.1","145","142.9","2.1","95.4","94","1.4","94.1","-0.51","0.89"
"","2021-09-21","Dan Bellino","PHI","BAL","3","2","148","4","9","144","139","5","97.3","93.9","3.4","96.6","0.06","0.26"
"","2021-09-21","Roberto Ortiz","NYY","TEX","7","1","153","9","8","144","145","-1","94.1","94.8","-0.7","90.8","0.35","0.85"
"","2021-09-21","Tom Hallion","BOS","NYM","6","3","154","8","10.4","146","143.6","2.4","94.8","93.2","1.6","94.2","0.09","1.19"
"","2021-09-21","Joe West","TB","TOR","2","4","145","14","8.8","131","136.2","-5.2","90.3","93.9","-3.6","93.1","1.39","2.55"
"","2021-09-21","Jordan Baker","CHC","MIN","5","9","186","13","10.7","173","175.3","-2.3","93","94.3","-1.3","95.2","-0.37","1.41"
"","2021-09-21","Jeff Nelson","MIL","STL","1","2","162","10","10.6","152","151.4","0.6","93.8","93.5","0.3","95.1","0.42","1.04"
"","2021-09-21","Vic Carapazza","COL","LAD","4","5","136","11","10.6","125","125.4","-0.4","91.9","92.2","-0.3","94.9","-0.26","1.3"
"","2021-09-21","Todd Tichenor","LAA","HOU","5","10","178","10","11.8","168","166.2","1.8","94.4","93.4","1","94.4","-0.25","1.23"
"","2021-09-21","Will Little","OAK","SEA","2","5","162","9","12.7","153","149.3","3.7","94.4","92.2","2.3","95.7","-0.13","1.07"
"","2021-09-21","Jim Wolf","AZ","ATL","1","6","132","6","7.3","126","124.7","1.3","95.5","94.5","1","93.2","0.69","1.19"
"","2021-09-21","Alan Porter","SD","SF","5","6","136","13","15.2","123","120.8","2.2","90.4","88.8","1.6","94.9","-0.95","2.49"
"","2021-09-20","D.J. Reyburn","CLE","KC","2","7","104","4","7","100","97","3","96.2","93.2","2.9","95.2","-0.33","0.97"
"","2021-09-20","Jeremy Riggs","CLE","KC","2","4","124","7","7.1","117","116.9","0.1","94.4","94.3","0.1","96","0.33","1.49"
"","2021-09-20","Chris Conroy","CIN","PIT","9","5","160","12","11.2","148","148.8","-0.8","92.5","93","-0.5","93.8","0.92","1.58"
"","2021-09-20","Lance Barksdale","DET","CWS","4","3","147","5","9.1","142","137.9","4.1","96.6","93.8","2.8","95.2","-0.25","0.83"
"","2021-09-20","Adam Beck","MIA","WSH","8","7","201","11","13.9","190","187.1","2.9","94.5","93.1","1.4","92.5","-0.32","1.76"
"","2021-09-20","David Rackley","PHI","BAL","0","2","130","8","8.2","122","121.8","0.2","93.8","93.7","0.1","96.2","-0.05","1.35"
"","2021-09-20","Dan Iassogna","NYY","TEX","4","3","157","15","12.6","142","144.4","-2.4","90.4","92","-1.5","93.6","0.2","1.66"
"","2021-09-20","Ron Kulpa","TB","TOR","6","4","140","11","8.2","129","131.8","-2.8","92.1","94.2","-2","92.1","1.84","2.5"
"","2021-09-20","John Libka","MIL","STL","2","5","115","4","5.7","111","109.3","1.7","96.5","95","1.5","95.7","-0.08","0.24"
"","2021-09-20","Nestor Ceja","LAA","HOU","0","10","160","12","10.5","148","149.5","-1.5","92.5","93.4","-0.9","95","0.87","1.73"
"","2021-09-20","Rob Drake","OAK","SEA","2","4","117","7","9.1","110","107.9","2.1","94","92.2","1.8","94.9","0.24","0.6"
"","2021-09-20","Mike Muchlinski","AZ","ATL","4","11","178","13","11.7","165","166.3","-1.3","92.7","93.4","-0.7","91.6","-0.34","1.48"
"","2021-09-19","Nick Mahrley","WSH","COL","3","0","147","6","9.1","141","137.9","3.1","95.9","93.8","2.1","94.6","-0.5","0.66"
"","2021-09-19","Pat Hoberg","NYY","CLE","1","11","159","9","10","150","149","1","94.3","93.7","0.6","95","0.21","0.89"
"","2021-09-19","Ryan Additon","TOR","MIN","5","3","140","12","7","128","133","-5","91.4","95","-3.6","91.4","-0.41","1.21"
"","2021-09-19","Doug Eddings","BOS","BAL","8","6","141","18","10.1","123","130.9","-7.9","87.2","92.8","-5.6","93.6","0.1","4.52"
"","2021-09-19","Ryan Blakney","CIN","LAD","5","8","170","13","13","157","157","0","92.4","92.4","0","91.8","0.33","1.35"
"","2021-09-19","Ed Hickox","TB","DET","0","2","137","10","9.9","127","127.1","-0.1","92.7","92.8","-0.1","89.1","-1.28","1.44"
"","2021-09-19","Adrian Johnson","MIA","PIT","6","5","151","6","8.6","145","142.4","2.6","96","94.3","1.7","96.7","0.12","0.5"
"","2021-09-19","Laz Diaz","HOU","AZ","7","6","178","17","11.8","161","166.2","-5.2","90.4","93.4","-2.9","93.3","-0.45","2.97"
"","2021-09-19","Jansen Visconti","KC","SEA","1","7","155","8","8.2","147","146.8","0.2","94.8","94.7","0.1","96.1","0.49","0.93"
"","2021-09-19","Tony Randazzo","MIL","CHC","4","6","194","11","8.9","183","185.1","-2.1","94.3","95.4","-1.1","94.3","0.06","1.2"
"","2021-09-19","Cory Blaser","STL","SD","8","7","142","8","8.1","134","133.9","0.1","94.4","94.3","0","90.8","0.13","0.77"
"","2021-09-19","Mark Wegner","TEX","CWS","2","7","159","14","10","145","149","-4","91.2","93.7","-2.5","91.8","0.36","1.42"
"","2021-09-19","Quinn Wolcott","SF","ATL","0","3","112","9","6.9","103","105.1","-2.1","92","93.8","-1.8","95.5","0.17","1.03"
"","2021-09-19","Erich Bacchus","LAA","OAK","2","3","133","7","7.9","126","125.1","0.9","94.7","94","0.7","91.7","0.42","0.78"
"","2021-09-19","Chad Fairchild","NYM","PHI","3","2","141","6","6.2","135","134.8","0.2","95.7","95.6","0.2","93.6","0.59","1.05"
"","2021-09-18","Bill Welke","NYY","CLE","3","11","194","13","13.5","181","180.5","0.5","93.3","93","0.3","94.3","-0.11","1.47"
"","2021-09-18","Bill Miller","BOS","BAL","9","3","159","7","11.4","152","147.6","4.4","95.6","92.8","2.8","91.8","-0.01","1.95"
"","2021-09-18","Brian O'Nora","CIN","LAD","1","5","133","10","8.7","123","124.3","-1.3","92.5","93.4","-1","94.7","-0.02","0.82"
"","2021-09-18","Tim Timmons","TOR","MIN","6","2","167","15","10.1","152","156.9","-4.9","91","94","-2.9","94","1.41","2.61"
"","2021-09-18","Marvin Hudson","WSH","COL","0","6","161","13","11.9","148","149.1","-1.1","91.9","92.6","-0.7","91.9","0.11","1.83"
"","2021-09-18","Junior Valentine","TB","DET","3","4","128","9","8.6","119","119.4","-0.4","93","93.3","-0.3","94.5","1.82","2.2"
"","2021-09-18","Alex Tosi","MIA","PIT","3","6","163","8","10.4","155","152.6","2.4","95.1","93.6","1.4","97.5","-0.56","1.24"
"","2021-09-18","Chris Guccione","TEX","CWS","2","1","150","6","8.3","144","141.7","2.3","96","94.5","1.5","94","-0.52","1.08"
"","2021-09-18","Mike Estabrook","HOU","AZ","4","6","182","12","10.2","170","171.8","-1.8","93.4","94.4","-1","92.9","1.14","2.1"
"","2021-09-18","Sam Holbrook","KC","SEA","8","1","161","9","6.8","152","154.2","-2.2","94.4","95.8","-1.4","94.4","0.3","1.8"
"","2021-09-18","Phil Cuzzi","STL","SD","3","2","127","14","9.8","113","117.2","-4.2","89","92.2","-3.3","89","-1.8","3.56"
"","2021-09-18","CB Bucknor","NYM","PHI","3","5","150","11","10.4","139","139.6","-0.6","92.7","93.1","-0.4","96","0.61","1.25"
"","2021-09-18","Chad Whitson","MIL","CHC","6","4","162","3","7.9","159","154.1","4.9","98.1","95.1","3","95.1","-0.49","0.67"
"","2021-09-18","Tripp Gibson","SF","ATL","2","0","129","4","8.9","125","120.1","4.9","96.9","93.1","3.8","96.1","0.08","0.42"
"","2021-09-18","James Hoye","LAA","OAK","1","3","148","9","12.8","139","135.2","3.8","93.9","91.4","2.5","93.9","-0.04","0.74"
"","2021-09-17","Larry Vanover","WSH","COL","8","9","189","17","12.6","172","176.4","-4.4","91","93.4","-2.3","92.6","-0.15","2.37"
"","2021-09-17","Ben May","NYY","CLE","8","0","138","5","9.7","133","128.3","4.7","96.4","93","3.4","93.5","0.38","0.96"
"","2021-09-17","Lance Barrett","TOR","MIN","3","7","146","8","10.3","138","135.7","2.3","94.5","92.9","1.6","91.8","-0.24","0.84"
