"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2020-09-26","Mike Muchlinski","TEX","HOU","6","1","150","19","13.9","131","136.1","-5.1","87.3","90.7","-3.4","92","0.14","2.94"
"","2020-09-26","Larry Vanover","TB","PHI","4","3","118","14","9.1","104","108.9","-4.9","88.1","92.3","-4.1","92.4","-0.24","2.28"
"","2020-09-26","Mike Estabrook","STL","MIL","0","3","119","5","6.5","114","112.5","1.5","95.8","94.5","1.3","97.5","-0.62","0.62"
"","2020-09-26","Bill Welke","CLE","PIT","0","8","169","12","12.1","157","156.9","0.1","92.9","92.9","0","92.3","-0.01","1.21"
"","2020-09-26","D.J. Reyburn","MIN","CIN","7","3","149","11","9.9","138","139.1","-1.1","92.6","93.3","-0.7","92.6","0.55","1.55"
"","2020-09-26","Adam Beck","ATL","BOS","2","8","179","15","13.7","164","165.3","-1.3","91.6","92.3","-0.7","92.2","-0.02","1.78"
"","2020-09-26","Angel Hernandez","CWS","CHC","9","5","177","14","13.5","163","163.5","-0.5","92.1","92.4","-0.3","91.5","-0.85","2.77"
"","2020-09-26","Lance Barrett","AZ","COL","3","10","148","13","11.6","135","136.4","-1.4","91.2","92.2","-1","91.2","1.13","1.99"
"","2020-09-26","Cory Blaser","LAD","LAA","7","6","167","12","11.4","155","155.6","-0.6","92.8","93.2","-0.3","91","0.85","1.65"
"","2020-09-26","Bill Miller","SF","SD","2","6","140","7","8.1","133","131.9","1.1","95","94.2","0.8","93.6","0.25","0.85"
"","2020-09-25","Chad Whitson","STL","MIL","0","3","129","8","7.2","121","121.8","-0.8","93.8","94.4","-0.6","93.8","0.12","0.88"
"","2020-09-25","James Hoye","MIL","STL","1","9","151","6","11","145","140","5","96","92.7","3.3","94.7","0.51","0.73"
"","2020-09-25","Paul Nauert","TOR","BAL","10","5","135","14","12","121","123","-2","89.6","91.1","-1.5","91.1","-0.11","1.41"
"","2020-09-25","Jim Reynolds","AZ","COL","4","0","129","5","8.7","124","120.3","3.7","96.1","93.2","2.9","96.9","-0.01","0.45"
"","2020-09-25","Kyle McCrady","AZ","COL","11","5","148","5","9.5","143","138.5","4.5","96.6","93.6","3","97.3","0.35","0.73"
"","2020-09-25","Chris Conroy","TB","PHI","6","4","161","9","12.5","152","148.5","3.5","94.4","92.2","2.2","93.2","0.29","1.05"
"","2020-09-25","John Tumpane","NYY","MIA","3","4","159","12","12.7","147","146.3","0.7","92.5","92","0.4","92.5","-0.1","2.06"
"","2020-09-25","Pat Hoberg","CLE","PIT","4","3","168","7","9.1","161","158.9","2.1","95.8","94.6","1.3","94","-0.05","1.17"
"","2020-09-25","Doug Eddings","SF","SD","5","4","126","12","9.9","114","116.1","-2.1","90.5","92.2","-1.7","89.7","-0.37","1.83"
"","2020-09-25","Edwin Moscoso","SD","SF","6","5","120","7","11","113","109","4","94.2","90.8","3.3","94.2","-0.32","1"
"","2020-09-25","Mark Wegner","ATL","BOS","8","7","168","16","14.7","152","153.3","-1.3","90.5","91.2","-0.8","92.9","-1.38","3.44"
"","2020-09-25","Ron Kulpa","KC","DET","3","2","144","9","9.4","135","134.6","0.4","93.8","93.5","0.3","94.4","0.25","0.95"
"","2020-09-25","Brian Knight","TEX","HOU","5","4","157","13","10.4","144","146.6","-2.6","91.7","93.3","-1.6","89.8","-0.79","1.17"
"","2020-09-25","Ryan Blakney","MIN","CIN","2","7","176","18","14.4","158","161.6","-3.6","89.8","91.8","-2","89.8","-1.75","3.69"
"","2020-09-25","Dan Bellino","CWS","CHC","0","10","162","9","12.5","153","149.5","3.5","94.4","92.3","2.1","91.4","-0.14","0.84"
"","2020-09-25","Chris Guccione","LAD","LAA","9","5","170","11","10.7","159","159.3","-0.3","93.5","93.7","-0.2","97.1","0.4","1.38"
"","2020-09-25","Ted Barrett","OAK","SEA","3","1","151","12","11.3","139","139.7","-0.7","92.1","92.5","-0.5","92.7","0.83","1.61"
"","2020-09-24","Brennan Miller","PIT","CHC","7","0","135","5","7.2","130","127.8","2.2","96.3","94.7","1.6","94.8","-0.23","0.51"
"","2020-09-24","Adrian Johnson","SF","COL","4","5","167","9","7.4","158","159.6","-1.6","94.6","95.5","-0.9","97","0","1.32"
"","2020-09-24","Stu Scheurwater","WSH","NYM","2","3","153","6","9.8","147","143.2","3.8","96.1","93.6","2.5","95.4","-0.44","0.6"
"","2020-09-24","Nic Lentz","CLE","CWS","5","4","136","8","9.1","128","126.9","1.1","94.1","93.3","0.8","93.4","0.06","0.94"
"","2020-09-24","Jansen Visconti","TOR","NYY","4","1","144","8","8.8","136","135.2","0.8","94.4","93.9","0.6","91.7","-0.4","1.4"
"","2020-09-24","Alan Porter","ATL","MIA","2","4","171","7","11.4","164","159.6","4.4","95.9","93.4","2.6","94.7","-0.16","0.78"
"","2020-09-24","Ryan Wills","BOS","BAL","1","13","136","6","10.1","130","125.9","4.1","95.6","92.6","3","89.7","1.19","1.35"
"","2020-09-24","Chris Segal","KC","DET","8","7","181","10","11.5","171","169.5","1.5","94.5","93.6","0.9","96.1","0.54","0.94"
"","2020-09-24","Adam Hamari","TEX","HOU","4","12","154","16","9.5","138","144.5","-6.5","89.6","93.9","-4.2","93.5","0.32","1.76"
"","2020-09-24","Dan Merzel","STL","MIL","4","2","185","10","10.4","175","174.6","0.4","94.6","94.4","0.2","94.1","0.46","1.02"
"","2020-09-24","Gabe Morales","LAD","OAK","5","1","140","5","8.7","135","131.3","3.7","96.4","93.8","2.7","93.6","-0.16","0.42"
"","2020-09-23","Rob Drake","SD","LAA","2","5","174","21","13","153","161","-8","87.9","92.5","-4.6","88.5","-0.11","2.05"
"","2020-09-23","Joe West","WSH","PHI","3","12","137*","12*","8*","125*","129*","-4*","91.2*","94.2*","-2.9*","90.5*","0.09*","0.89*"
"","2020-09-23","Nick Mahrley","AZ","TEX","7","3","136","13","6.8","123","129.2","-6.2","90.4","95","-4.6","91.2","0.6","2.66"
"","2020-09-23","Will Little","CLE","CWS","3","2","169","7","10.7","162","158.3","3.7","95.9","93.7","2.2","95.9","0.24","1.38"
"","2020-09-23","Ryan Additon","TOR","NYY","14","1","179","7","11.6","172","167.4","4.6","96.1","93.5","2.6","95.5","-0.68","2.4"
"","2020-09-23","Marvin Hudson","SEA","HOU","3","2","181","10","12.3","171","168.7","2.3","94.5","93.2","1.3","90.1","-0.02","1.02"
"","2020-09-23","James Hoye","CIN","MIL","6","1","134","6","9.5","128","124.5","3.5","95.5","92.9","2.6","92.5","-0.54","0.7"
"","2020-09-23","Ramon De Jesus","PIT","CHC","2","1","142","6","8.9","136","133.1","2.9","95.8","93.8","2","95.1","-0.26","0.72"
"","2020-09-23","Lance Barksdale","NYM","TB","5","8","133","11","13.8","122","119.2","2.8","91.7","89.6","2.1","91.7","0.04","1.52"
"","2020-09-23","Adam Beck","ATL","MIA","9","4","148","3","10.5","145","137.5","7.5","98","92.9","5.1","96.6","0.28","0.28"
"","2020-09-23","Andy Fletcher","BOS","BAL","9","1","128","12","8.3","116","119.7","-3.7","90.6","93.5","-2.9","93.8","-0.33","1.73"
"","2020-09-23","Laz Diaz","MIN","DET","7","6","153","14","9.1","139","143.9","-4.9","90.8","94.1","-3.2","92.8","0.78","1.82"
"","2020-09-23","Todd Tichenor","KC","STL","12","3","154","11","11.5","143","142.5","0.5","92.9","92.5","0.3","86.4","0.47","1.61"
"","2020-09-23","Alfonso Marquez","LAD","OAK","4","6","140","15","11.9","125","128.1","-3.1","89.3","91.5","-2.2","91.4","-0.53","1.71"
"","2020-09-23","Quinn Wolcott","SF","COL","7","2","166","10","11.4","156","154.6","1.4","94","93.1","0.9","94","0.44","0.92"
"","2020-09-22","Stu Scheurwater","WSH","PHI","5","1","103","7","8","96","95","1","93.2","92.2","1","91.3","0.06","0.54"
"","2020-09-22","Vic Carapazza","WSH","PHI","8","7","166","18","12.1","148","153.9","-5.9","89.2","92.7","-3.6","91.6","1.1","3.12"
"","2020-09-22","Angel Hernandez","CLE","CWS","5","3","156","17","10.5","139","145.5","-6.5","89.1","93.3","-4.2","90.4","0.7","1.6"
"","2020-09-22","Carlos Torres","TOR","NYY","1","12","175","12","10.8","163","164.2","-1.2","93.1","93.8","-0.7","94.9","-0.96","2.3"
"","2020-09-22","Mark Carlson","CIN","MIL","2","3","144","9","9.4","135","134.6","0.4","93.8","93.5","0.3","96.5","-0.01","1.21"
"","2020-09-22","Bill Welke","PIT","CHC","3","2","128","5","6.5","123","121.5","1.5","96.1","94.9","1.2","92.2","-0.03","0.43"
"","2020-09-22","David Rackley","NYM","TB","5","2","139","7","12.4","132","126.6","5.4","95","91.1","3.9","95","-0.11","1.57"
"","2020-09-22","Sean Barber","ATL","MIA","11","1","131","8","9.6","123","121.4","1.6","93.9","92.7","1.2","93.1","0.18","0.82"
"","2020-09-22","Ben May","BOS","BAL","8","3","187","8","13.3","179","173.7","5.3","95.7","92.9","2.8","95.7","0.41","1.67"
"","2020-09-22","Tim Timmons","MIN","DET","5","4","161","3","9.5","158","151.5","6.5","98.1","94.1","4","95.7","-0.04","0.36"
"","2020-09-22","Manny Gonzalez","KC","STL","0","5","174","12","13.5","162","160.5","1.5","93.1","92.2","0.9","92","-1.09","1.81"
"","2020-09-22","Edwin Moscoso","SD","LAA","2","4","181","14","12.6","167","168.4","-1.4","92.3","93","-0.8","92.8","0.69","2.25"
"","2020-09-22","Mike Muchlinski","SEA","HOU","1","6","157","6","9","151","148","3","96.2","94.3","1.9","94.9","0.09","0.67"
"","2020-09-22","John Libka","AZ","TEX","7","0","152","9","10.5","143","141.5","1.5","94.1","93.1","1","93.4","0.28","1.58"
"","2020-09-22","Cory Blaser","LAD","OAK","7","2","155","13","12.4","142","142.6","-0.6","91.6","92","-0.4","92.9","0.87","1.95"
"","2020-09-22","Mark Ripperger","SF","COL","5","2","185","11","16.4","174","168.6","5.4","94.1","91.1","2.9","90.8","0","1.38"
"","2020-09-21","Kyle McCrady","LAA","TEX","8","5","157","6","11.6","151","145.4","5.6","96.2","92.6","3.6","93.6","-0.87","0.97"
"","2020-09-21","Junior Valentine","WSH","PHI","5","1","183","14","16.1","169","166.9","2.1","92.3","91.2","1.2","91.8","-0.66","2.1"
"","2020-09-21","Dan Bellino","CLE","CWS","7","4","175","11","12","164","163","1","93.7","93.1","0.6","90.9","-0.51","1.63"
"","2020-09-21","Chad Fairchild","TOR","NYY","11","5","193","20","15.1","173","177.9","-4.9","89.6","92.2","-2.6","92.2","0.42","3.06"
"","2020-09-21","Chad Whitson","CIN","MIL","6","3","152","15","11.6","137","140.4","-3.4","90.1","92.4","-2.2","94.7","0.19","2.19"
"","2020-09-21","Pat Hoberg","PIT","CHC","0","5","144","7","10.1","137","133.9","3.1","95.1","93","2.2","92.4","-0.71","0.87"
"","2020-09-21","Larry Vanover","NYM","TB","1","2","119","9","9.8","110","109.2","0.8","92.4","91.8","0.7","93.3","-0.31","0.85"
"","2020-09-21","Mark Wegner","ATL","MIA","5","4","144","10","12.1","134","131.9","2.1","93.1","91.6","1.5","95.1","0.8","1.4"
"","2020-09-21","Ron Kulpa","KC","STL","4","1","149","4","9.2","145","139.8","5.2","97.3","93.8","3.5","97.3","-0.3","0.46"
"","2020-09-21","Brian Knight","SEA","HOU","6","1","137","4","12.5","133","124.5","8.5","97.1","90.9","6.2","92","-0.17","0.67"
"","2020-09-21","Ted Barrett","SF","COL","2","7","172","11","11.6","161","160.4","0.6","93.6","93.2","0.4","91.3","-1.09","1.83"
"","2020-09-20","Tripp Gibson","BAL","TB","2","1","114","7","8.7","107","105.3","1.7","93.9","92.3","1.5","93.9","0.05","0.79"
"","2020-09-20","Jansen Visconti","BOS","NYY","10","2","158","3","9.8","155","148.2","6.8","98.1","93.8","4.3","92.4","0.44","0.44"
"","2020-09-20","D.J. Reyburn","DET","CLE","4","7","156","4","8.9","152","147.1","4.9","97.4","94.3","3.1","94.9","0.24","0.32"
"","2020-09-20","Alan Porter","NYM","ATL","0","7","156","5","8.5","151","147.5","3.5","96.8","94.6","2.2","95.5","0.11","0.61"
"","2020-09-20","Mike Estabrook","CIN","CWS","7","3","202","11","9.6","191","192.4","-1.4","94.6","95.2","-0.7","94.1","-0.11","1.33"
"","2020-09-20","Joe West","MIA","WSH","2","1","107","8","4.5","99","102.5","-3.5","92.5","95.8","-3.3","94.4","-0.29","0.99"
"","2020-09-20","David Arrieta","MIA","WSH","0","15","155","5","9.8","150","145.2","4.8","96.8","93.7","3.1","92.9","-0.02","0.42"
"","2020-09-20","Adam Hamari","HOU","AZ","3","2","152","13","10.8","139","141.2","-2.2","91.4","92.9","-1.5","91.4","-0.07","2.03"
"","2020-09-20","Chris Segal","MIL","KC","5","3","152","11","9.6","141","142.4","-1.4","92.8","93.7","-0.9","94.7","-0.65","1.75"
"","2020-09-20","Brennan Miller","PHI","TOR","3","6","179","11","11.3","168","167.7","0.3","93.9","93.7","0.2","92.7","0.68","1.7"
"","2020-09-20","Adrian Johnson","COL","LAD","6","3","152","14","12.3","138","139.7","-1.7","90.8","91.9","-1.1","93.4","0.39","2.01"
"","2020-09-20","Ed Hickox","PIT","STL","1","2","157","11","9","146","148","-2","93","94.3","-1.3","92.4","0.16","1.34"
"","2020-09-20","Bill Miller","SEA","SD","4","7","213","18","16.2","195","196.8","-1.8","91.5","92.4","-0.8","92.5","-0.51","2.01"
"","2020-09-20","Chris Guccione","OAK","SF","2","14","176","17","15.8","159","160.2","-1.2","90.3","91","-0.7","90.9","-0.33","2.33"
"","2020-09-20","Jim Reynolds","LAA","TEX","2","7","150","10","11.3","140","138.7","1.3","93.3","92.5","0.9","92.7","-0.04","0.78"
"","2020-09-20","Nic Lentz","CHC","MIN","0","4","134","8","10.5","126","123.5","2.5","94","92.2","1.9","91","0.32","0.58"
"","2020-09-19","Gabe Morales","OAK","SF","6","0","137","10","11.2","127","125.8","1.2","92.7","91.9","0.8","93.4","-0.13","0.89"
"","2020-09-19","Chris Conroy","PHI","TOR","3","1","157","13","10.5","144","146.5","-2.5","91.7","93.3","-1.6","91.7","-1.24","2.2"
"","2020-09-19","Ryan Blakney","DET","CLE","5","2","146","3","5.9","143","140.1","2.9","97.9","96","2","96.6","-0.5","0.98"
"","2020-09-19","Junior Valentine","MIA","WSH","7","3","146","10","13.7","136","132.3","3.7","93.2","90.6","2.6","91.1","0.08","1.32"
"","2020-09-19","Jerry Meals","PIT","STL","4","5","180","15","13.4","165","166.6","-1.6","91.7","92.5","-0.9","87.8","-0.09","1.63"
"","2020-09-19","Sean Barber","NYM","ATL","7","2","186","13","12.3","173","173.7","-0.7","93","93.4","-0.4","93","0.75","1.99"
"","2020-09-19","James Hoye","CIN","CWS","0","5","157","13","12.3","144","144.7","-0.7","91.7","92.2","-0.4","93","-0.64","1.34"
"","2020-09-19","Marvin Hudson","HOU","AZ","3","2","131","7","7.7","124","123.3","0.7","94.7","94.1","0.6","96.2","0.05","0.79"
"","2020-09-19","John Bacon","MIL","KC","5","0","147","6","8.1","141","138.9","2.1","95.9","94.5","1.4","92.5","-0.38","0.74"
"","2020-09-19","Paul Nauert","BOS","NYY","0","8","166","11","10.5","155","155.5","-0.5","93.4","93.7","-0.3","94","0.52","1.2"
"","2020-09-19","Dan Iassogna","BAL","TB","1","3","155","12","8.9","143","146.1","-3.1","92.3","94.3","-2","94.2","0.38","1.38"
"","2020-09-19","Quinn Wolcott","COL","LAD","1","6","130","9","10.5","121","119.5","1.5","93.1","91.9","1.1","94.6","-0.15","1.57"
"","2020-09-19","Will Little","CHC","MIN","1","8","153","4","12","149","141","8","97.4","92.2","5.2","94.8","0.12","0.28"
"","2020-09-19","Doug Eddings","SEA","SD","4","1","172","14","13.3","158","158.7","-0.7","91.9","92.2","-0.4","95.3","-0.09","1.77"
"","2020-09-19","Lance Barrett","LAA","TEX","4","3","122","8","7.3","114","114.7","-0.7","93.4","94","-0.6","91.8","-0.15","0.89"
"","2020-09-18","Jordan Baker","PIT","STL","5","6","161","8","8.4","153","152.6","0.4","95","94.8","0.2","95.7","-0.43","0.93"
"","2020-09-18","Jeremie Rehak","STL","PIT","7","2","120","7","10.3","113","109.7","3.3","94.2","91.4","2.7","94.2","0.1","1.38"
"","2020-09-18","Pat Hoberg","TOR","PHI","0","7","127","5","10.1","122","116.9","5.1","96.1","92.1","4","92.9","-0.45","0.55"
"","2020-09-18","Ramon De Jesus","PHI","TOR","8","7","150","7","9.3","143","140.7","2.3","95.3","93.8","1.5","93.3","-0.16","0.6"
"","2020-09-18","Joe West","MIA","WSH","0","5","107","11","7.9","96","99.1","-3.1","89.7","92.6","-2.9","91.6","0.39","1.11"
"","2020-09-18","Vic Carapazza","MIA","WSH","14","3","145","8","8.9","137","136.1","0.9","94.5","93.9","0.6","94.5","0.03","1.45"
"","2020-09-18","Laz Diaz","DET","CLE","0","1","161","16","12.7","145","148.3","-3.3","90.1","92.1","-2","94.4","-1.18","2.5"
"","2020-09-18","Adam Beck","NYM","ATL","2","15","198","15","14.9","183","183.1","-0.1","92.4","92.5","-0.1","93.4","1.02","2.86"
"","2020-09-18","Mark Carlson","CIN","CWS","7","1","169","9","13.5","160","155.5","4.5","94.7","92","2.7","94.1","-0.82","1.36"
"","2020-09-18","Carlos Torres","BOS","NYY","5","6","220","15","15.8","205","204.2","0.8","93.2","92.8","0.4","90.5","0.6","2.46"
"","2020-09-18","Ryan Wills","BAL","TB","1","2","150","7","11.6","143","138.4","4.6","95.3","92.3","3.1","96.7","0.7","1.32"
"","2020-09-18","Mike Muchlinski","HOU","AZ","3","6","158","12","9.8","146","148.2","-2.2","92.4","93.8","-1.4","93.7","0.05","1.91"
"","2020-09-18","Mark Ripperger","COL","LAD","6","15","150","11","9.9","139","140.1","-1.1","92.7","93.4","-0.7","93.3","1.22","2"
"","2020-09-18","Todd Tichenor","MIL","KC","9","5","194","15","16.7","179","177.3","1.7","92.3","91.4","0.9","91.8","0.35","3.17"
"","2020-09-18","Angel Hernandez","CHC","MIN","1","0","142","8","7.9","134","134.1","-0.1","94.4","94.4","-0.1","91.5","0.03","0.85"
"","2020-09-18","John Libka","LAA","TEX","6","2","151","12","9.6","139","141.4","-2.4","92.1","93.7","-1.6","92.7","0.11","1.21"
"","2020-09-18","Rob Drake","SEA","SD","1","6","175","18","15.4","157","159.6","-2.6","89.7","91.2","-1.5","93.1","-1.4","2.22"
"","2020-09-18","Alfonso Marquez","OAK","SF","6","0","165","5","9.7","160","155.3","4.7","97","94.1","2.9","95.2","0.03","0.43"
"","2020-09-17","Stu Scheurwater","MIA","BOS","3","5","140","10","9.7","130","130.3","-0.3","92.9","93.1","-0.2","90","0.62","0.9"
"","2020-09-17","Dan Bellino","CWS","MIN","4","3","144","9","9","135","135","0","93.8","93.8","0","93.8","-0.4","1.06"
"","2020-09-17","Kyle McCrady","LAA","AZ","7","3","166","12","10","154","156","-2","92.8","94","-1.2","93.4","1.07","1.91"
"","2020-09-17","Edwin Moscoso","SEA","SF","4","6","190","16","11.1","174","178.9","-4.9","91.6","94.1","-2.6","92.6","-0.18","2.74"
"","2020-09-17","Ben May","BAL","TB","1","3","129","5","8.3","124","120.7","3.3","96.1","93.6","2.6","96.1","-0.42","0.42"
"","2020-09-17","Clint Vondrak","TB","BAL","10","6","128","6","8.2","122","119.8","2.2","95.3","93.6","1.7","95.3","0.12","1.06"
"","2020-09-17","Roberto Ortiz","PIT","STL","5","1","146","9","10","137","136","1","93.8","93.1","0.7","93.8","-0.27","0.91"
"","2020-09-17","Mark Wegner","PHI","NYM","6","10","213","11","14.8","202","198.2","3.8","94.8","93.1","1.8","93.4","-0.88","1.94"
"","2020-09-17","CB Bucknor","NYY","TOR","10","7","173","12","10.8","161","162.2","-1.2","93.1","93.8","-0.7","93.1","-0.69","2.05"
"","2020-09-17","Tim Timmons","DET","CLE","3","10","178","19","13.5","159","164.5","-5.5","89.3","92.4","-3.1","91.6","1.24","2.76"
"","2020-09-17","Tom Woodring","HOU","TEX","2","1","138","5","8.8","133","129.2","3.8","96.4","93.6","2.8","95.7","-0.06","0.34"
"","2020-09-17","Ted Barrett","COL","LAD","3","9","140","18","15.1","122","124.9","-2.9","87.1","89.2","-2.1","91.4","-0.49","2.29"
"","2020-09-16","Tripp Gibson","TB","WSH","2","4","154","8","10.3","146","143.7","2.3","94.8","93.3","1.5","95.5","-0.19","0.69"
"","2020-09-16","Cory Blaser","COL","OAK","1","3","136","8","8.7","128","127.3","0.7","94.1","93.6","0.5","94.9","-0.07","1.53"
"","2020-09-16","Adrian Johnson","SD","LAD","5","7","158","8","9.5","150","148.5","1.5","94.9","94","1","92.4","0.44","0.82"
"","2020-09-16","Chris Segal","MIL","STL","2","4","94","9","7.1","85","86.9","-1.9","90.4","92.5","-2","92.6","0.2","0.74"
"","2020-09-16","Erich Bacchus","MIL","STL","6","0","110","10","5.5","100","104.5","-4.5","90.9","95","-4.1","91.8","0.4","1.68"
"","2020-09-16","D.J. Reyburn","CIN","PIT","1","0","128","3","7.2","125","120.8","4.2","97.7","94.3","3.3","90.6","-0.03","0.19"
"","2020-09-16","Jansen Visconti","MIA","BOS","8","4","161","11","11.9","150","149.1","0.9","93.2","92.6","0.6","93.8","-0.51","1.83"
"","2020-09-16","Alan Porter","PHI","NYM","4","5","131","7","6.6","124","124.4","-0.4","94.7","95","-0.3","96.2","0.19","0.61"
"","2020-09-16","John Tumpane","NYY","TOR","13","2","166","7","9.7","159","156.3","2.7","95.8","94.2","1.6","94.6","0.04","0.68"
"","2020-09-16","Ed Hickox","DET","KC","0","4","129","5","7.1","124","121.9","2.1","96.1","94.5","1.6","93.8","0.04","0.38"
"","2020-09-16","Brennan Miller","BAL","ATL","5","1","126","15","8.8","111","117.2","-6.2","88.1","93","-4.9","92.9","-1.34","2.14"
"","2020-09-16","Adam Hamari","HOU","TEX","0","1","135","15","9.8","120","125.2","-5.2","88.9","92.8","-3.9","89.6","-1.01","1.77"
"","2020-09-16","Nic Lentz","CWS","MIN","1","5","138","7","10.1","131","127.9","3.1","94.9","92.7","2.3","93.5","-0.37","0.51"
